no,raw_tweet,bio_tags,tokens,langs,norm_tokens,clean_tweets
402,"@nawarinauy @askmenfess Not really ehehe, mungkin km belom nemu sahabat yg sebenarnya",BIIIIIIIIIIOBIIIIIIIIIIOBIIOBIIIIIOBIIIIBOBIIIIIIOBIOBIIIIOBIIIOBIIIIIIOBIOBIIIIIIIII,"['@nawarinauy @askmenfess Not really ehehe, mungkin km belom nemu sahabat yg sebenarnya'
 list(['@nawarinauy', '@askmenfess', 'Not', 'really', 'ehehe', ',', 'mungkin', 'km', 'belom', 'nemu', 'sahabat', 'yg', 'sebenarnya'])]","['un', 'un', 'en', 'en', 'un', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id']","['@nawarinauy', '@askmenfess', 'not', 'really', 'ehehe', ',', 'mungkin', 'kamu', 'belum', 'menemukan', 'sahabat', 'yang', 'sebenarnya']","['@nawarinauy @askmenfess tidak juga ehehe, mungkin kamu belom menemukan sahabat yang sebenarnya', '@nawarinauy @askmenfess tidak juga ehehe, mungkin kamu belom menemukan sahabat yang sebenarnya']"
403,Love refuses to be not the only one. Cinta menolak menjadi bukan yang satu-satunya.,BIIIOBIIIIIIOBIOBIOBIIOBIIIIIIIOBIIBOBIIIIOBIIIIIIOBIIIIIIOBIIIIOBIIIOBIIIIIIIIIIIB,"['Love refuses to be not the only one. Cinta menolak menjadi bukan yang satu-satunya.'
 list(['Love', 'refuses', 'to', 'be', 'not', 'the only', 'one', '.', 'Cinta', 'menolak', 'menjadi', 'bukan', 'yang', 'satu-satunya', '.'])]","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un']","['love', 'refuses', 'to', 'be', 'not', 'the only', 'one', '.', 'cinta', 'menolak', 'menjadi', 'bukan', 'yang', 'satu-satunya', '.']","['cinta menolak menjadi bukan satu-satunya. cinta menolak menjadi bukan yang satu-satunya.', 'cinta menolak menjadi bukan satu-satunya. cinta menolak menjadi bukan yang satu-satunya.']"
404,"list tempat yg mau didatengin atau kegiatan yg mau dilakuin sendirian udah di list. okey, why not? Hehhehe.",BIIIOBIIIIIOBIOBIIOBIIIIIIIIIOBIIIOBIIIIIIIOBIOBIIOBIIIIIIIOBIIIIIIIIOBIIIOBIOBIIIBOBIIIBOBIIOBIIBOBIIIIIIB,"['list tempat yg mau didatengin atau kegiatan yg mau dilakuin sendirian udah di list. okey, why not? Hehhehe.'
 list(['list', 'tempat', 'yg', 'mau', 'didatengin', 'atau', 'kegiatan', 'yg', 'mau', 'dilakuin', 'sendirian', 'udah', 'di', 'list', '.', 'okey', ',', 'why', 'not', '?', 'Hehhehe', '.'])]","['en', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'un', 'en', 'un', 'en', 'en', 'un', 'un', 'un']","['list', 'tempat', 'yang', 'mau', 'didatangi', 'atau', 'kegiatan', 'yang', 'mau', 'dilakukan', 'sendirian', 'sudah', 'di', 'list', '.', 'okay', ',', 'why', 'not', '?', 'hehhehe', '.']","['daftar tempat yang mau didatengi atau kegiatan yang mau dilakukan sendirian sudah di daftar. oke, kenap tidak? hehhehe.', 'daftar tempat yang mau didatengi atau kegiatan yang mau dilakukan sendirian sudah di daftar. oke, kenapa tidak? hehhehe.']"
405,@slapmejuseyo @neutrogenadc @yangbeneran it's like debut >> krn lucu >> kemudian jd meme. gt mksd nya. is not something bad kok...,BIIIIIIIIIIIIOBIIIIIIIIIIIIOBIIIIIIIIIIIOBIIIOBIIIOBIIIIOBIOBIIOBIIIOBIOBIIIIIIIOBIOBIIIBOBIOBIIIOIIIBOBIOBIIOBIIIIIIIIOBIIOBIIBOO,"[""@slapmejuseyo @neutrogenadc @yangbeneran it's like debut >> krn lucu >> kemudian jd meme. gt mksd nya. is not something bad kok...""
 list(['@slapmejuseyo', '@neutrogenadc', '@yangbeneran', ""it's"", 'like', 'debut', '>>', 'krn', 'lucu', '>>', 'kemudian', 'jd', 'meme', '.', 'gt', 'mksdnya', '.', 'is', 'not', 'something', 'bad', 'kok', '.'])]","['un', 'un', 'un', 'en', 'en', 'en', 'un', 'id', 'id', 'un', 'id', 'id', 'en', 'un', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'id', 'un']","['@slapmejuseyo', '@neutrogenadc', '@yangbeneran', 'it is', 'like', 'debut', '>>', 'karena', 'lucu', '>>', 'kemudian', 'jadi', 'meme', '.', 'begitu', 'maksudnya', '.', 'is', 'not', 'something', 'bad', 'kok', '.']","['@slapmejuseyo @neutrogenadc @yangbeneran itu seperti debut >> karena lucu >> kemudian jadi meme. begitu maksud nya. bukanlah sesuatu yang buruk kok.', '@slapmejuseyo @neutrogenadc @yangbeneran itu seperti debut >> karena lucu >> kemudian jadi meme. begitu maksud nya. bukanlah sesuatu yang buruk kok.']"
406,"ketika Apps lain udah not supported di hape butut ini dan twitter masih bisa, terharu aku tuh..(balada hape ku yg 'canggih' itu rusak)",BIIIIIOBIIIOBIIIOBIIIOBIIOBIIIIIIIIOBIOBIIIOBIIIIOBIIOBIIOBIIIIIIOBIIIIOBIIIBOBIIIIIIOBIIOBIIBOBBIIIIIOBIIIOBIOBIOBBIIIIIIBOBIIOBIIIIB,"[""ketika Apps lain udah not supported di hape butut ini dan twitter masih bisa, terharu aku tuh..(balada hape ku yg 'canggih' itu rusak)""
 list(['ketika', 'Apps', 'lain', 'udah', 'not', 'supported', 'di', 'hape', 'butut', 'ini', 'dan', 'twitter', 'masih', 'bisa', ',', 'terharu', 'aku', 'tuh', '.', '(', 'balada', 'hape', 'ku', 'yg', ""'"", 'canggih', ""'"", 'itu', 'rusak', ')'])]","['id', 'en', 'id', 'id', 'en', 'en', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'un', 'id', 'id', 'id', 'un', 'un', 'id', 'id', 'id', 'id', 'un', 'id', 'un', 'id', 'id', 'un']","['ketika', 'applications', 'lain', 'sudah', 'not', 'supported', 'di', 'hape', 'butut', 'ini', 'dan', 'twitter', 'masih', 'bisa', ',', 'terharu', 'aku', 'tuh', '.', '(', 'balada', 'hape', 'ku', 'yang', ""'"", 'canggih', ""'"", 'itu', 'rusak', ')']","[""ketika aplikasi lain sudah tidak didukung hape butut ini dan twitter masih bisa, terharu aku tuh. (balada hape ku yang 'canggih' itu rusak)"", ""ketika aplikasi lain sudah tidak didukung hape butut ini dan twitter masih bisa, terharu aku tuh. (balada hape ku yang 'canggih' itu rusak)""]"
407,Aku juga gitu nder saking nyerinya sampe muntah. But take a painkiller is not good for your health too. Coba olahraga deh. Yg ringan aja tp tiap hari. Aku sejak rutin workout udh ga nyeri lagi,BIIOBIIIOBIIIOBIIIOBIIIIIOBIIIIIIIOBIIIIOBIIIIIBOBIIOBIIIOBOBIIIIIIIIIOBIOBIIOBIIIOBIIOBIIIOBIIIIIOBIIBOBIIIOBIIIIIIIOBIIBOBIOBIIIIIOBIIOBIOBIIIOBIIIBOBIIOBIIIIOBIIIIOBIIIIIIOBIIOBIOBIIIIOBIII,"['Aku juga gitu nder saking nyerinya sampe muntah. But take a painkiller is not good for your health too. Coba olahraga deh. Yg ringan aja tp tiap hari. Aku sejak rutin workout udh ga nyeri lagi'
 list(['Aku', 'juga', 'gitu', 'nder', 'saking', 'nyerinya', 'sampe', 'muntah', '.', 'But', 'take', 'a', 'painkiller', 'is', 'not', 'good', 'for', 'your', 'health', 'too', '.', 'Coba', 'olahraga', 'deh', '.', 'Yg', 'ringan', 'aja', 'tp', 'tiap', 'hari', '.', 'Aku', 'sejak', 'rutin', 'workout', 'udh', 'ga', 'nyeri', 'lagi'])]","['id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'un', 'id', 'en', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'en', 'id', 'id', 'id', 'id']","['aku', 'juga', 'begitu', 'nder', 'sangat', 'nyeri', 'sampai', 'muntah', '.', 'but', 'take', 'a', 'painkiller', 'is', 'not', 'good', 'for', 'your', 'health', 'too', '.', 'coba', 'olahraga', 'deh', '.', 'yang', 'ringan', 'saja', 'tapi', 'tiap', 'hari', '.', 'aku', 'sejak', 'rutin', 'workout', 'sudah', 'tidak', 'nyeri', 'lagi']","['aku juga gitu nder sangat nyeri sampai muntah. tetapi minum obat penghilang rasa sakit tidak baik untuk kesehatan kamu juga. coba olahraga deh. yang ringan saja tapi tiap hari. aku sejak rutin olahraga sudah tidak nyeri lagi', 'aku juga gitu pengirim sangat nyeri sampai muntah. tetapi minum obat penghilang rasa sakit tidak baik untuk kesehatan kamu juga. coba olahraga deh. yang ringan saja tapi tiap hari. aku sejak rutin olahraga sudah tidak nyeri lagi']"
408,@bumpykitten_ @depiop Not that yowes karepmu mas wkwkwk,BIIIIIIIIIIIIOBIIIIIIOBIIOBIIIOBIIIIOBIIIIIIOBIIOBIIIII,"['@bumpykitten_ @depiop Not that yowes karepmu mas wkwkwk'
 list(['@bumpykitten_', '@depiop', 'Not', 'that', 'yowes', 'karepmu', 'mas', 'wkwkwk'])]","['un', 'un', 'en', 'en', 'un', 'un', 'id', 'un']","['@bumpykitten_', '@depiop', 'not', 'that', 'yowes', 'karepmu', 'mas', 'wkwkwk']","['@bumpykitten_ @depiop bukan itu yowes karepmu mas wkwkwk', '@bumpykitten_ @depiop bukan itu yowes karepmu mas wkwkwk']"
409,@ilyxmn FOLO BACK CPT,BIIIIIIOBIIIOBIIIOBII,"['@ilyxmn FOLO BACK CPT' list(['@ilyxmn', 'FOLO', 'BACK', 'CPT'])]","['un', 'en', 'en', 'id']","['@ilyxmn', 'follow', 'back', 'cepat']","['@ilyxmn ikuti kembali cepat', '@ilyxmn ikuti kembali cepat']"
410,When u se-gak percaya itu sm org lainn .#TwitterBestFandom.#TeamEXO.#SoompiAwards.@weareoneEXO https://t.co/zb0agyt20d,BIIIOBOBIOIIIOBIIIIIIOBIIOBIOBIIOBIIIIOBBIIIIIIIIIIIIIIIIIBBIIIIIIIBBIIIIIIIIIIIIBBIIIIIIIIIIIOBIIIIIIIIIIIIIIIIIIIIII,"['When u se-gak percaya itu sm org lainn .#TwitterBestFandom.#TeamEXO.#SoompiAwards.@weareoneEXO https://t.co/zb0agyt20d'
 list(['When', 'u', 'segak', 'percaya', 'itu', 'sm', 'org', 'lainn', '.', '#TwitterBestFandom', '.', '#TeamEXO', '.', '#SoompiAwards', '.', '@weareoneEXO', 'https://t.co/zb0agyt20d'])]","['en', 'en', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'un', 'un', 'un', 'un', 'un', 'un', 'un', 'un']","['when', 'you', 'setidak', 'percaya', 'itu', 'sama', 'orang', 'lain', '.', '#TwitterBestFandom', '.', '#TeamEXO', '.', '#SoompiAwards', '.', '@weareoneEXO', 'https://t.co/zb0agyt20d']","['ketika kamu setidak percaya itu sama orang lain .#TwitterBestFandom. #TeamEXO. #SoompiAwards. @weareoneEXO https://t.co/zb0agyt20d', 'ketika kamu setidak percaya itu sama orang lain .#TwitterBestFandom. #TeamEXO. #SoompiAwards. @weareoneEXO https://t.co/zb0agyt20d']"
411,"Kan itu sampah warga lokal, kalau uda enak buang sampah tinggal kesana ya ofc mereka gabakal nanggep...Indonesians and their comfort zone. https://t.co/tSmi2X5AMT",BIIOBIIOBIIIIIOBIIIIOBIIIIBOBIIIIOBIIOBIIIOBIIIIOBIIIIIOBIIIIIIOBIIIIIOBIOBIIOBIIIIIOBIIIIIIOBIIIIIIBOOBIIIIIIIIIIOBIIOBIIIIOBIIIIIIOBIIIBOBIIIIIIIIIIIIIIIIIIIIII,"['Kan itu sampah warga lokal, kalau uda enak buang sampah tinggal kesana ya ofc mereka gabakal nanggep...Indonesians and their comfort zone. https://t.co/tSmi2X5AMT'
 list(['Kan', 'itu', 'sampah', 'warga', 'lokal', ',', 'kalau', 'uda', 'enak', 'buang', 'sampah', 'tinggal', 'kesana', 'ya', 'ofc', 'mereka', 'gabakal', 'nanggep', '.', 'Indonesians', 'and', 'their', 'comfort', 'zone', '.', 'https://t.co/tSmi2X5AMT'])]","['id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'en', 'un', 'un']","['kan', 'itu', 'sampah', 'warga', 'lokal', ',', 'kalau', 'sudah', 'enak', 'buang', 'sampah', 'tinggal', 'kesana', 'ya', 'of course', 'mereka', 'tidak bakal', 'tanggap', '.', 'indonesians', 'and', 'their', 'comfort', 'zone', '.', 'https://t.co/tSmi2X5AMT']","['kan itu sampah warga lokal, kalau sudah enak buang sampah tinggal kesana ya tentu mereka tidak bakal tanggap. orang indonesia dan zona nyaman mereka. https://t.co/tSmi2X5AMT', 'kan itu sampah warga lokal, kalau sudah enak buang sampah tinggal kesana ya tentu mereka tidak bakal tanggap. orang indonesia dan zona nyaman mereka. https://t.co/tSmi2X5AMT']"
412,"Om situ kalo jalan ngajak2 makanya... ntar tak bantu nawar dah, nek ngagem boso jawi kadosipun saged langkung murah... ..Try to say: ""awis sanget bu... biasa mboten semonten kok, kirangi bu kirangi... reginipun... """,BIOBIIIOBIIIOBIIIIOBIIIIIIOBIIIIIIBOOOBIIIOBIIOBIIIIOBIIIIOBIIBOBIIOBIIIIIOBIIIOBIIIOBIIIIIIIIOBIIIIOBIIIIIIIOBIIIIBOOOOOBIIOBIOBIIBOBBIIIOBIIIIIOBIBOOOBIIIIOBIIIIIOBIIIIIIIOBIIBOBIIIIIIOBIOBIIIIIIBOOOBIIIIIIIIBOOOB,"['Om situ kalo jalan ngajak2 makanya... ntar tak bantu nawar dah, nek ngagem boso jawi kadosipun saged langkung murah... ..Try to say: ""awis sanget bu... biasa mboten semonten kok, kirangi bu kirangi... reginipun... ""'
 list(['Om', 'situ', 'kalo', 'jalan', 'ngajak2', 'makanya', '.', 'ntar', 'tak', 'bantu', 'nawar', 'dah', ',', 'nek', 'ngagem', 'boso', 'jawi', 'kadosipun', 'saged', 'langkung', 'murah', '.', 'Try', 'to', 'say', ':', '""', 'awis', 'sanget', 'bu', '.', 'biasa', 'mboten', 'semonten', 'kok', ',', 'kirangi', 'bu', 'kirangi', '.', 'reginipun', '.', '""'])]","['id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'un', 'un', 'un', 'un', 'un', 'un', 'un', 'id', 'un', 'en', 'en', 'en', 'un', 'un', 'un', 'un', 'id', 'un', 'id', 'un', 'un', 'id', 'un', 'un', 'id', 'un', 'un', 'un', 'un', 'un']","['om', 'situ', 'kalau', 'jalan', 'ajak-ajak', 'makanya', '.', 'nanti', 'tak', 'bantu', 'tawar', 'dah', ',', 'andek', 'ngagem', 'boso', 'jawi', 'kadosipun', 'saged', 'langkung', 'murah', '.', 'try', 'to', 'say', ':', '""', 'awis', 'sanget', 'bu', '.', 'biasa', 'mboten', 'semonten', 'kok', ',', 'kirangi', 'bu', 'kirangi', '.', 'reginipun', '.', '""']","['om situ kalo jalan ajak-ajak makanya. nanti tak bantu tawar dah, nek ngagem boso jawi kadosipun saged langkung murah. mencoba mengatakan: ""awis sanget bu. biasa mboten semonten kok, kirangi bu kirangi. reginipun.""', 'om situ kalo jalan ajak-ajak makanya. nanti tak bantu tawar dah, nek ngagem boso jawi kadosipun saged langkung murah. mencoba mengatakan: ""awis sanget bu. biasa mboten semonten kok, kirangi bu kirangi. reginipun.""']"
413,"Cerita singkat diperjalanan pada malam hari:...................................................Tadiny mu cerita, tp males soalnya ada mendung2 nya gitu suasana mood. Hmm. U know what i think.",BIIIIIOBIIIIIIOBIIIIIIIIIIIOBIIIOBIIIIOBIIIBBOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIIIOBIOBIIIIIBOBIOBIIIIOBIIIIIIOBIIOBIIIIIIIOIIIOBIIIOBIIIIIIOBIIIBOBIIBOBOBIIIOBIIIOBOBIIIIB,"['Cerita singkat diperjalanan pada malam hari:...................................................Tadiny mu cerita, tp males soalnya ada mendung2 nya gitu suasana mood. Hmm. U know what i think.'
 list(['Cerita', 'singkat', 'diperjalanan', 'pada', 'malam', 'hari', ':', '.', 'Tadiny', 'mu', 'cerita', ',', 'tp', 'males', 'soalnya', 'ada', 'mendung2nya', 'gitu', 'suasana', 'mood', '.', 'Hmm', '.', 'U', 'know', 'what', 'i', 'think', '.'])]","['id', 'id', 'id', 'id', 'id', 'id', 'un', 'un', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'un', 'un', 'un', 'en', 'en', 'en', 'en', 'en', 'un']","['cerita', 'singkat', 'diperjalanan', 'pada', 'malam', 'hari', ':', '.', 'tadinya', 'mau', 'cerita', ',', 'tapi', 'malas', 'soalnya', 'ada', 'mendung-mendungnya', 'begitu', 'suasana', 'mood', '.', 'hmm', '.', 'you', 'know', 'what', 'i', 'think', '.']","['cerita singkat diperjalanan pada malam hari:. tadiny mau cerita, tapi malas soalnya ada mendung-mendungnya gitu suasana hati. hmm. kamu tahu apa yang saya pikirkan.', 'cerita singkat diperjalanan pada malam hari:. tadiny mau cerita, tapi malas soalnya ada mendung-mendungnya gitu suasana hati. hmm. kamu tahu apa yang saya pikirkan.']"
414,"@gnuna_ @iyainajaaaa @shitlicious Well okay, benar-benar tepat sasaran jawabannya mba",BIIIIIIOBIIIIIIIIIIIOBIIIIIIIIIIIOBIIIOBIIIBOBIIIIIIIIIIOBIIIIOBIIIIIIOBIIIIIIIIIOBII,"['@gnuna_ @iyainajaaaa @shitlicious Well okay, benar-benar tepat sasaran jawabannya mba'
 list(['@gnuna_', '@iyainajaaaa', '@shitlicious', 'Well', 'okay', ',', 'benar-benar', 'tepat', 'sasaran', 'jawabannya', 'mba'])]","['un', 'un', 'un', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'id']","['@gnuna_', '@iyainajaaaa', '@shitlicious', 'well', 'okay', ',', 'benar-benar', 'tepat', 'sasaran', 'jawabannya', 'mbak']","['@gnuna_ @iyainajaaaa @shitlicious baik oke, benar-benar tepat sasaran jawabannya mbak', '@gnuna_ @iyainajaaaa @shitlicious oke baik, benar-benar tepat sasaran jawabannya mbak']"
415,jangan kemana2 ya blistener karena abs ini masih banyak fakta2 unik tentang the avengers yg bakalan dibawain sama breaker made! Penasaran kan?? Stay tuneeed! #NightSound,BIIIIIOBIIIIIIOBIOBIIIIIIIIOBIIIIIOBIIOBIIOBIIIIOBIIIIIOBIIIIIOBIIIOBIIIIIIOBIIIIIIIIIIIOBIOBIIIIIIOBIIIIIIIOBIIIOBIIIIIIIIIIIBOBIIIIIIIIOBIIBOOBIIIOBIIIIIIBOBIIIIIIIIII,"['jangan kemana2 ya blistener karena abs ini masih banyak fakta2 unik tentang the avengers yg bakalan dibawain sama breaker made! Penasaran kan?? Stay tuneeed! #NightSound'
 list(['jangan', 'kemana2', 'ya', 'blistener', 'karena', 'abs', 'ini', 'masih', 'banyak', 'fakta2', 'unik', 'tentang', 'the avengers', 'yg', 'bakalan', 'dibawain', 'sama', 'breaker made', '!', 'Penasaran', 'kan', '?', 'Stay', 'tuneeed', '!', '#NightSound'])]","['id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'un', 'un', 'id', 'un', 'en', 'en', 'un', 'un']","['jangan', 'kemana-mana', 'ya', 'blistener', 'karena', 'habis', 'ini', 'masih', 'banyak', 'fakta-fakta', 'unik', 'tentang', 'the avengers', 'yang', 'bakalan', 'dibawakan', 'sama', 'breaker made', '!', 'penasaran', 'kan', '?', 'stay', 'tuned', '!', '#NightSound']","['jangan kemana-mana ya blistener karena habis ini masih banyak fakta-fakta unik tentang the avengers yang bakalan dibawakan sama breaker made! penasaran kan? tetap di sini! #NightSound', 'jangan kemana-mana ya blistener karena habis ini masih banyak fakta-fakta unik tentang the avengers yang bakalan dibawakan sama breaker made! penasaran kan? tetap di sini! #NightSound']"
416,"@cinema21 Off course not...absolutely not....makna ga ada, pesan moral ga ada, ngehibur juga kaga...mending kapten marpel...kluar 60rb kaga rugii...#sorrynotsorry",BIIIIIIIIOBIIIIIIIIIOBIIBOOBIIIIIIIIIOBIIBOOOBIIIIOBIOBIIBOBIIIIOBIIIIOBIOBIIBOBIIIIIIIOBIIIOBIIIBOOBIIIIIIOBIIIIIIIIIIIIBOOBIIIIOBIBIOBIIIOBIIIIBOOBIIIIIIIIIIIII,"['@cinema21 Off course not...absolutely not....makna ga ada, pesan moral ga ada, ngehibur juga kaga...mending kapten marpel...kluar 60rb kaga rugii...#sorrynotsorry'
 list(['@cinema21', 'Off course', 'not', '.', 'absolutely', 'not', '.', 'makna', 'ga', 'ada', ',', 'pesan', 'moral', 'ga', 'ada', ',', 'ngehibur', 'juga', 'kaga', '.', 'mending', 'kapten marpel', '.', 'kluar', '60', 'rb', 'kaga', 'rugii', '.', '#sorrynotsorry'])]","['un', 'en', 'en', 'un', 'en', 'en', 'un', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'un', 'id', 'un', 'un', 'id', 'un', 'id', 'id', 'id', 'un', 'un']","['@cinema21', 'of course', 'not', '.', 'absolutely', 'not', '.', 'makna', 'tidak', 'ada', ',', 'pesan', 'moral', 'tidak', 'ada', ',', 'menghibur', 'juga', 'tidak', '.', 'mending', 'kapten marpel', '.', 'keluar', '60', 'ribu', 'tidak', 'rugi', '.', '#sorrynotsorry']","['@cinema21 tentu saja tidak. benar-benar tidak. makna tidak ada, pesan moral tidak ada, menghibur juga tidak. mending kapten marpel. keluar 60 ribu tidak rugi. #sorrynotsorry', '@cinema21 tentu saja tidak. benar-benar tidak. makna tidak ada, pesan moral tidak ada, menghibur juga tidak. mending kapten marpel. keluar 60 ribu tidak rugi. #sorrynotsorry']"
417,Ada yg twitter nya kaya saya gini? Twitter Not Responding :((((..FIGHTING FAMS! .1 RT = 1 VOTE (DON'T STOP PLS!) .@BTS_twt #TeamBTS #TwitterBestFandom #SoompiAwards https://t.co/kjMKozZeJu,BIIOBIOBIIIIIIOBIIOBIIIOBIIIOBIIIBOBIIIIIIOBIIOBIIIIIIIIIOBIIIIBOBIIIIIIIOBIIIBOBBOBIOBOBOBIIIOBBIIIIOBIIIOBIIBBOBBIIIIIIIOBIIIIIIIOBIIIIIIIIIIIIIIIIIOBIIIIIIIIIIIIOBIIIIIIIIIIIIIIIIIIIIII,"[""Ada yg twitter nya kaya saya gini? Twitter Not Responding :((((..FIGHTING FAMS! .1 RT = 1 VOTE (DON'T STOP PLS!) .@BTS_twt #TeamBTS #TwitterBestFandom #SoompiAwards https://t.co/kjMKozZeJu""
 list(['Ada', 'yg', 'twitter', 'nya', 'kaya', 'saya', 'gini', '?', 'Twitter', 'Not', 'Responding', ':((((', '.', 'FIGHTING', 'FAMS', '!', '.', '1', 'RT', '=', '1', 'VOTE', '(', ""DON'T"", 'STOP', 'PLS', '!', ')', '.', '@BTS_twt', '#TeamBTS', '#TwitterBestFandom', '#SoompiAwards', 'https://t.co/kjMKozZeJu'])]","['id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'un', 'en', 'en', 'un', 'un', 'en', 'en', 'un', 'un', 'un', 'un', 'un', 'un', 'en', 'un', 'en', 'en', 'en', 'un', 'un', 'un', 'un', 'un', 'un', 'un', 'un']","['ada', 'yang', 'twitter', 'nya', 'kaya', 'saya', 'begini', '?', 'twitter', 'not', 'responding', ':((((', '.', 'fighting', 'families', '!', '.', '1', 'rt', '=', '1', 'vote', '(', 'do not', 'stop', 'please', '!', ')', '.', '@BTS_twt', '#TeamBTS', '#TwitterBestFandom', '#SoompiAwards', 'https://t.co/kjMKozZeJu']","['ada yang twitter nya kaya saya begini? twitter tidak merespon :(((( berjuang keluarga! .1 rt = 1 suara (tolong jangan berhenti!). @BTS_twt #TeamBTS #TwitterBestFandom #SoompiAwards https://t.co/kjMKozZeJu', 'ada yang twitter nya kaya saya begini? twitter tidak merespon :(((( berjuang keluarga! .1 rt = 1 suara (tolong jangan berhenti!). @BTS_twt #TeamBTS #TwitterBestFandom #SoompiAwards https://t.co/kjMKozZeJu']"
418,EH JELASIN DONG INI JSF LAGI RIBUT APA ASTAGA?? CAN SOMEONE PLS EXPLAIN THIS JSF THINGS I DONT GET IT BECAUSE I DONT UNDERSTAND JAPANESE AND THE AUTO TRANSLATE MIGHT BE WRONG,BIOBIIIIIIOBIIIOBIIOBIIOBIIIOBIIIIOBIIOBIIIIIBOOBIIOBIIIIIIOBIIOBIIIIIIOBIIIOBIIOBIIIIIOBOBIIIOBIIOBIOBIIIIIIOBOBIIIOBIIIIIIIIIOBIIIIIIIOBIIOBIIIIIIIOBIIIIIIIIOBIIIIOBIOBIIII,"['EH JELASIN DONG INI JSF LAGI RIBUT APA ASTAGA?? CAN SOMEONE PLS EXPLAIN THIS JSF THINGS I DONT GET IT BECAUSE I DONT UNDERSTAND JAPANESE AND THE AUTO TRANSLATE MIGHT BE WRONG'
 list(['EH', 'JELASIN', 'DONG', 'INI', 'JSF', 'LAGI', 'RIBUT', 'APA', 'ASTAGA', '?', 'CAN', 'SOMEONE', 'PLS', 'EXPLAIN', 'THIS', 'JSF', 'THINGS', 'I', 'DONT', 'GET', 'IT', 'BECAUSE', 'I', 'DONT', 'UNDERSTAND', 'JAPANESE', 'AND', 'THE AUTO', 'TRANSLATE', 'MIGHT', 'BE', 'WRONG'])]","['id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']","['eh', 'jelaskan', 'dong', 'ini', 'jsf', 'lagi', 'ribut', 'apa', 'astaga', '?', 'can', 'someone', 'please', 'explain', 'this', 'jsf', 'things', 'i', 'do not', 'get', 'it', 'because', 'i', 'do not', 'understand', 'japanese', 'and', 'the auto', 'translate', 'might', 'be', 'wrong']","['eh jelaskan dong ini JSF lagi ribut apa astaga? dapatkah sesorang tolong jelaskan hal-hal jsf ini saya tidak mengerti karena saya tidak mengerti bahasa jepang dan terjemahan otomatis dapat salah', 'eh jelaskan dong ini JSF lagi ribut apa astaga? dapatkah sesorang tolong jelaskan hal-hal jsf ini saya tidak mengerti karena saya tidak mengerti bahasa jepang dan terjemahan otomatis bisa saja salah']"
